Catalog#	Class/FullTaxonName	Order/FullTaxonName	Family/FullTaxonName	Species/FullTaxonName	TypeStatus	Determination	LoanReturnPhysicalObject	Preparation	Field#	Status	Country	IslandGroup	Island	State	County	LocalityName	Elevation	ElevUnit	LatLongType	Latitude1	Longitude1	LatLongUnits	Collectors	Date Collected	Habitat/Natural History/Remarks	Sex	SVL (mm)	Mass (g)	photo? 
323165	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 11779	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	19/May/2009	"19:00-23:00. Collected in secondary growth, immature or regenerating forest, on bank log beside <1m wide stream."	M	78.00	7.50	No
323165	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 11779	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	19/May/2009	"19:00-23:00. Collected in secondary growth, immature or regenerating forest, on bank log beside <1m wide stream."	M	78.00	7.50	No
323166	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 11780	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	19/May/2009	"19:00-23:00. Collected in secondary growth, immature or regenerating forest, on bank log beside <1m wide stream."	F	88.00	11.10	No
323166	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 11780	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	19/May/2009	"19:00-23:00. Collected in secondary growth, immature or regenerating forest, on bank log beside <1m wide stream."	F	88.00	11.10	No
323167	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 11889	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/May/2009	"19:00-23:00. Collected in secondary growth, immature or regenerating forest, on bank log beside 2m wide stream."	F	86.00	12.70	No
323167	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 11889	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/May/2009	"19:00-23:00. Collected in secondary growth, immature or regenerating forest, on bank log beside 2m wide stream."	F	86.00	12.70	No
323168	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 11987	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	23/May/2009	"19:30-24:00. Collected in secondary growth, immature or regenerating forest, <2m above ground on trunks of trees."	Juv		1.70	No
323168	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 11987	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	23/May/2009	"19:30-24:00. Collected in secondary growth, immature or regenerating forest, <2m above ground on trunks of trees."	Juv		1.70	No
323169	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 11988	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/May/2009	"19:30-24:00. Collected in secondary growth, immature or regenerating forest, <2m above ground on trunks of trees."	F	85.00	12.10	No
323169	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 11988	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/May/2009	"19:30-24:00. Collected in secondary growth, immature or regenerating forest, <2m above ground on trunks of trees."	F	85.00	12.10	No
323170	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 11989	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/May/2009	"19:30-24:00. Collected in secondary growth, immature or regenerating forest, <2m above ground on trunks of trees."	M	91.00	13.20	No
323170	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 11989	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/May/2009	"19:30-24:00. Collected in secondary growth, immature or regenerating forest, <2m above ground on trunks of trees."	M	91.00	13.20	No
323171	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 11990	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/May/2009	"19:30-24:00. Collected in secondary growth, immature or regenerating forest, <2m above ground on trunks of trees."	M	77.00	7.30	No
323171	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 11990	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Sitio Dimani, Aurora Memorial National Park"	500	M	Point	15.6850000__	121.3410000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/May/2009	"19:30-24:00. Collected in secondary growth, immature or regenerating forest, <2m above ground on trunks of trees."	M	77.00	7.30	No
323172	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 12262	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	30/May/2009	"19:00-24:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on bank log along stream."	F	68.00	5.50	No
323172	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 12262	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	30/May/2009	"19:00-24:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on bank log along stream."	F	68.00	5.50	No
323173	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 12263	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	30/May/2009	"19:00-24:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on bank log along stream."	F	92.00	13.60	No
323173	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 12263	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	30/May/2009	"19:00-24:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on bank log along stream."	F	92.00	13.60	No
323174	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 12264	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	30/May/2009	"19:00-24:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on bank log along stream."	F		14.60	No
323174	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 12264	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	30/May/2009	"19:00-24:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on bank log along stream."	F		14.60	No
323175	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 12418	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	01/Jun/2009	"19:00-21:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on trunks of trees along river."	F	70.00	6.40	No
323175	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 12418	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	01/Jun/2009	"19:00-21:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on trunks of trees along river."	F	70.00	6.40	No
323176	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 12419	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	01/Jun/2009	"19:00-21:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on trunks of trees along river."	M	75.00	7.90	No
323176	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 12419	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	01/Jun/2009	"19:00-21:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on trunks of trees along river."	M	75.00	7.90	No
323177	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 12420	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	01/Jun/2009	"19:00-21:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on trunks of trees along river."	M	84.00	9.90	No
323177	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 12420	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Maria Aurora	"Barangay Villa Aurora, Aurora Memorial National Park, ""Siete"" area, Mt. Dayap"	915	M	Point	15.6600000__	121.3270000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	01/Jun/2009	"19:00-21:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on trunks of trees along river."	M	84.00	9.90	No
323178	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 12567	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Baler	"Barangay Zabali, Aurora State College of Technology (ASCOT)"		M	Point	15.7420000__	121.5760000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	07/Jun/2009	"19:00-20:00. Collected in mixed secondary growth, immature or regenerating forest and residential/agriculatural area, on trunks of trees."	F	93.00	13.60	No
323178	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 12567	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Baler	"Barangay Zabali, Aurora State College of Technology (ASCOT)"		M	Point	15.7420000__	121.5760000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	07/Jun/2009	"19:00-20:00. Collected in mixed secondary growth, immature or regenerating forest and residential/agriculatural area, on trunks of trees."	F	93.00	13.60	No
323179	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 12622	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Baler	"Barangay Zabali, Aurora State College of Technology (ASCOT)"		M	Point	15.7420000__	121.5760000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	09/Jun/2009	"19:30-21:00. Collected in mixed secondary growth, immature or regenerating forest and residential/agriculatural area, on trunks of trees along stream."	F	89.00	11.90	No
323179	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 12622	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Baler	"Barangay Zabali, Aurora State College of Technology (ASCOT)"		M	Point	15.7420000__	121.5760000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	09/Jun/2009	"19:30-21:00. Collected in mixed secondary growth, immature or regenerating forest and residential/agriculatural area, on trunks of trees along stream."	F	89.00	11.90	No
323180	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 12667	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Baler	"Barangay Zabali, Aurora State College of Technology (ASCOT)"		M	Point	15.7420000__	121.5760000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	09/Jun/2009	"19:30-21:00. Collected in mixed secondary growth, immature or regenerating forest and residential/agriculatural area, on trunks of trees along stream."	M	73.00	6.30	No
323180	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 12667	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Baler	"Barangay Zabali, Aurora State College of Technology (ASCOT)"		M	Point	15.7420000__	121.5760000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	09/Jun/2009	"19:30-21:00. Collected in mixed secondary growth, immature or regenerating forest and residential/agriculatural area, on trunks of trees along stream."	M	73.00	6.30	No
323181	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 12789	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Real, Sitio Minoli, limestone forest"	600	M	Point	15.6800000__	121.5290000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	12/Jun/2009	"20:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on trunks of fallen trees overhanging river."	F	93.00	13.80	No
323181	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 12789	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Real, Sitio Minoli, limestone forest"	600	M	Point	15.6800000__	121.5290000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	12/Jun/2009	"20:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on trunks of fallen trees overhanging river."	F	93.00	13.80	No
323182	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 10596	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Lipimental, ""waterfall site"""	543	M	Point	15.6536600__	121.5073400__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	19/Jun/2009	"18:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, in saplings in forest."	F	83.00	10.30	No
323182	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 10596	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Lipimental, ""waterfall site"""	543	M	Point	15.6536600__	121.5073400__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	19/Jun/2009	"18:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, in saplings in forest."	F	83.00	10.30	No
323183	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 10597	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Lipimental, ""waterfall site"""	543	M	Point	15.6536600__	121.5073400__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	19/Jun/2009	"18:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, in saplings in forest."	F	92.00	14.90	No
323183	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 10597	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Lipimental, ""waterfall site"""	543	M	Point	15.6536600__	121.5073400__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	19/Jun/2009	"18:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, in saplings in forest."	F	92.00	14.90	No
323184	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 10705	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Lipimental, ""waterfall site"""	543	M	Point	15.6536600__	121.5073400__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/Jun/2009	"20:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on tree 1-3m above ground."	M	93.00	13.90	No
323184	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 10705	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Lipimental, ""waterfall site"""	543	M	Point	15.6536600__	121.5073400__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	22/Jun/2009	"20:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on tree 1-3m above ground."	M	93.00	13.90	No
323185	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 10771	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Casiguran	Barangay Casapsipan; IDC Forestry land	1	M	Point	16.2931600__	122.1858333__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	27/Jun/2009	"20:00-22:00. Collected in secondary growth, immature or regenerating coastal lowland forest, on tree limb 2m above ground in mangrove forest."	F	92.00	15.00	No
323185	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 10771	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Casiguran	Barangay Casapsipan; IDC Forestry land	1	M	Point	16.2931600__	122.1858333__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	27/Jun/2009	"20:00-22:00. Collected in secondary growth, immature or regenerating coastal lowland forest, on tree limb 2m above ground in mangrove forest."	F	92.00	15.00	No
323186	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 10788	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Casiguran	Barangay Casapsipan; IDC Forestry land	1	M	Point	16.2931600__	122.1858333__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	28/Jun/2009	"12:00-17:00. Collected in secondary growth, immature or regenerating coastal lowland forest, on coconut tree."	Juv	51.00	2.60	No
323186	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 10788	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of Casiguran	Barangay Casapsipan; IDC Forestry land	1	M	Point	16.2931600__	122.1858333__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	28/Jun/2009	"12:00-17:00. Collected in secondary growth, immature or regenerating coastal lowland forest, on coconut tree."	Juv	51.00	2.60	No
323187	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 12788	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Real, Sitio Minoli, limestone forest"	600	M	Point	15.6800000__	121.5290000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	12/Jun/2009	"20:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on fallen trees above river."	Juv	58.00	3.00	No
323187	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 12788	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Real, Sitio Minoli, limestone forest"	600	M	Point	15.6800000__	121.5290000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	12/Jun/2009	"20:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on fallen trees above river."	Juv	58.00	3.00	No
323188	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 12790	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Real, Sitio Minoli, limestone forest"	600	M	Point	15.6800000__	121.5290000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	12/Jun/2009	"20:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on fallen trees above river."	F	95.00	15.60	No
323188	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 12790	tissue	Philippines	Luzon PAIC	Luzon Island	Aurora Province	Municipality of San Luis	"Barangay Real, Sitio Minoli, limestone forest"	600	M	Point	15.6800000__	121.5290000__	DecimalDegrees	"1, Brown , Rafe; 2, Welton, Luke; 3, Siler, Cameron"	12/Jun/2009	"20:00-22:00. Collected in mixed primary and secondary growth, immature or regenerating forest, on fallen trees above river."	F	95.00	15.60	No
